time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,y_test_model1,y_test_model2,y_test_model3,y_test_model4,y_test_model6,y_test_model7,y_test_model8,y_test_model9,y_test_model10,y_test_model11,y_real
150416,3.068273248,-0.289947983,0.351895826,-0.455711298,0.369847616,-0.126072469,-0.111744331,3.008030686,-0.10089911,0.994811554,-0.645639202,0.526522784,-1.428234417,-0.245129255,3.647437781,0.127362559,0.730615206,-0.371462691,0.25931721,-0.889974485,-0.073837251,4.588814986,1.306998774,1.701470065,-0.173384936,-0.016673789,-2.596128696,0.159472947,3.964507267,0.728594318,1.87167587,-0.406750293,0.266915819,-3.05434832,-0.164770528,2.737397221,-2.097783054,-0.344724237,-0.66663154,0.610501028,0.727469047,-0.689871035,0.70952014,-1.269847368,0.277220374,-0.168003888,0.403702796,-0.109217674,-0.570453903,0.815488034,-1.251509942,0.206211805,-0.181119073,0.368662715,-0.06745199,-0.543985749,1.657246568,-0.844521514,-0.030511637,-0.099656184,0.175239235,0.375164414,-0.369691639,1.27812393,-1.457825358,-0.155019801,-0.184606084,0.252290974,0.289312567,-0.584494689,1.76869068,-1.229796898,-0.221718021,-0.035673374,0.175418322,0.733965581,-0.47192978,1.598430806,-1.470475333,-0.407076315,-0.018887143,0.150242669,0.904878009,-0.494526723,1.962899792,-1.244141895,-0.424966774,0.01539314,0.094098921,1.010541804,-0.402241747,2.684885085,-0.954666104,-0.712189916,0.138704471,-0.106191414,1.435780678,-0.2278987,3.703323437,-0.180723983,-0.330359653,0.586131617,-0.551497584,0.731852808,-0.011834924,3.678426901,0.005191399,0.193410248,0.758176345,-0.646321775,-0.283449322,-0.101695491,4.51836001,0.493334985,0.057445974,1.002664599,-0.95683896,0.006776752,0.160153876,5.459460814,1.304798161,0.352117664,1.542563744,-1.498674302,-0.65892882,0.384551796,5.596012055,1.779206868,1.024235214,1.903956394,-1.730124077,-1.851301274,0.331193305,5.978271956,2.004314438,0.983556827,2.087025941,-1.914229663,-1.74375453,0.457566459,1,0,0,0,0,0,1,0,0,1,0
150417,3.008030686,-0.10089911,0.994811554,-0.645639202,0.526522784,-1.428234417,-0.245129255,3.647437781,0.127362559,0.730615206,-0.371462691,0.25931721,-0.889974485,-0.073837251,4.588814986,1.306998774,1.701470065,-0.173384936,-0.016673789,-2.596128696,0.159472947,3.964507267,0.728594318,1.87167587,-0.406750293,0.266915819,-3.05434832,-0.164770528,2.737397221,-2.097783054,-0.344724237,-0.66663154,0.610501028,0.727469047,-0.689871035,0.70952014,-1.269847368,0.277220374,-0.168003888,0.403702796,-0.109217674,-0.570453903,0.815488034,-1.251509942,0.206211805,-0.181119073,0.368662715,-0.06745199,-0.543985749,1.657246568,-0.844521514,-0.030511637,-0.099656184,0.175239235,0.375164414,-0.369691639,1.27812393,-1.457825358,-0.155019801,-0.184606084,0.252290974,0.289312567,-0.584494689,1.76869068,-1.229796898,-0.221718021,-0.035673374,0.175418322,0.733965581,-0.47192978,1.598430806,-1.470475333,-0.407076315,-0.018887143,0.150242669,0.904878009,-0.494526723,1.962899792,-1.244141895,-0.424966774,0.01539314,0.094098921,1.010541804,-0.402241747,2.684885085,-0.954666104,-0.712189916,0.138704471,-0.106191414,1.435780678,-0.2278987,3.703323437,-0.180723983,-0.330359653,0.586131617,-0.551497584,0.731852808,-0.011834924,3.678426901,0.005191399,0.193410248,0.758176345,-0.646321775,-0.283449322,-0.101695491,4.51836001,0.493334985,0.057445974,1.002664599,-0.95683896,0.006776752,0.160153876,5.459460814,1.304798161,0.352117664,1.542563744,-1.498674302,-0.65892882,0.384551796,5.596012055,1.779206868,1.024235214,1.903956394,-1.730124077,-1.851301274,0.331193305,5.978271956,2.004314438,0.983556827,2.087025941,-1.914229663,-1.74375453,0.457566459,8.627197253,3.298016342,0.220161566,3.197135631,-3.144847652,-0.39293117,1.315216119,0,0,0,0,0,0,0,0,0,0,0
150420,3.647437781,0.127362559,0.730615206,-0.371462691,0.25931721,-0.889974485,-0.073837251,4.588814986,1.306998774,1.701470065,-0.173384936,-0.016673789,-2.596128696,0.159472947,3.964507267,0.728594318,1.87167587,-0.406750293,0.266915819,-3.05434832,-0.164770528,2.737397221,-2.097783054,-0.344724237,-0.66663154,0.610501028,0.727469047,-0.689871035,0.70952014,-1.269847368,0.277220374,-0.168003888,0.403702796,-0.109217674,-0.570453903,0.815488034,-1.251509942,0.206211805,-0.181119073,0.368662715,-0.06745199,-0.543985749,1.657246568,-0.844521514,-0.030511637,-0.099656184,0.175239235,0.375164414,-0.369691639,1.27812393,-1.457825358,-0.155019801,-0.184606084,0.252290974,0.289312567,-0.584494689,1.76869068,-1.229796898,-0.221718021,-0.035673374,0.175418322,0.733965581,-0.47192978,1.598430806,-1.470475333,-0.407076315,-0.018887143,0.150242669,0.904878009,-0.494526723,1.962899792,-1.244141895,-0.424966774,0.01539314,0.094098921,1.010541804,-0.402241747,2.684885085,-0.954666104,-0.712189916,0.138704471,-0.106191414,1.435780678,-0.2278987,3.703323437,-0.180723983,-0.330359653,0.586131617,-0.551497584,0.731852808,-0.011834924,3.678426901,0.005191399,0.193410248,0.758176345,-0.646321775,-0.283449322,-0.101695491,4.51836001,0.493334985,0.057445974,1.002664599,-0.95683896,0.006776752,0.160153876,5.459460814,1.304798161,0.352117664,1.542563744,-1.498674302,-0.65892882,0.384551796,5.596012055,1.779206868,1.024235214,1.903956394,-1.730124077,-1.851301274,0.331193305,5.978271956,2.004314438,0.983556827,2.087025941,-1.914229663,-1.74375453,0.457566459,8.627197253,3.298016342,0.220161566,3.197135631,-3.144847652,-0.39293117,1.315216119,9.262965246,3.870681358,0.260588072,3.753184516,-3.691914828,-0.589475631,1.619442589,0,0,0,0,0,0,0,0,0,1,0
150421,4.588814986,1.306998774,1.701470065,-0.173384936,-0.016673789,-2.596128696,0.159472947,3.964507267,0.728594318,1.87167587,-0.406750293,0.266915819,-3.05434832,-0.164770528,2.737397221,-2.097783054,-0.344724237,-0.66663154,0.610501028,0.727469047,-0.689871035,0.70952014,-1.269847368,0.277220374,-0.168003888,0.403702796,-0.109217674,-0.570453903,0.815488034,-1.251509942,0.206211805,-0.181119073,0.368662715,-0.06745199,-0.543985749,1.657246568,-0.844521514,-0.030511637,-0.099656184,0.175239235,0.375164414,-0.369691639,1.27812393,-1.457825358,-0.155019801,-0.184606084,0.252290974,0.289312567,-0.584494689,1.76869068,-1.229796898,-0.221718021,-0.035673374,0.175418322,0.733965581,-0.47192978,1.598430806,-1.470475333,-0.407076315,-0.018887143,0.150242669,0.904878009,-0.494526723,1.962899792,-1.244141895,-0.424966774,0.01539314,0.094098921,1.010541804,-0.402241747,2.684885085,-0.954666104,-0.712189916,0.138704471,-0.106191414,1.435780678,-0.2278987,3.703323437,-0.180723983,-0.330359653,0.586131617,-0.551497584,0.731852808,-0.011834924,3.678426901,0.005191399,0.193410248,0.758176345,-0.646321775,-0.283449322,-0.101695491,4.51836001,0.493334985,0.057445974,1.002664599,-0.95683896,0.006776752,0.160153876,5.459460814,1.304798161,0.352117664,1.542563744,-1.498674302,-0.65892882,0.384551796,5.596012055,1.779206868,1.024235214,1.903956394,-1.730124077,-1.851301274,0.331193305,5.978271956,2.004314438,0.983556827,2.087025941,-1.914229663,-1.74375453,0.457566459,8.627197253,3.298016342,0.220161566,3.197135631,-3.144847652,-0.39293117,1.315216119,9.262965246,3.870681358,0.260588072,3.753184516,-3.691914828,-0.589475631,1.619442589,6.957631636,2.308312752,0.361913572,3.309257076,-3.0664351,-0.881347642,1.084586995,1,0,0,0,1,0,1,0,1,1,0
150422,3.964507267,0.728594318,1.87167587,-0.406750293,0.266915819,-3.05434832,-0.164770528,2.737397221,-2.097783054,-0.344724237,-0.66663154,0.610501028,0.727469047,-0.689871035,0.70952014,-1.269847368,0.277220374,-0.168003888,0.403702796,-0.109217674,-0.570453903,0.815488034,-1.251509942,0.206211805,-0.181119073,0.368662715,-0.06745199,-0.543985749,1.657246568,-0.844521514,-0.030511637,-0.099656184,0.175239235,0.375164414,-0.369691639,1.27812393,-1.457825358,-0.155019801,-0.184606084,0.252290974,0.289312567,-0.584494689,1.76869068,-1.229796898,-0.221718021,-0.035673374,0.175418322,0.733965581,-0.47192978,1.598430806,-1.470475333,-0.407076315,-0.018887143,0.150242669,0.904878009,-0.494526723,1.962899792,-1.244141895,-0.424966774,0.01539314,0.094098921,1.010541804,-0.402241747,2.684885085,-0.954666104,-0.712189916,0.138704471,-0.106191414,1.435780678,-0.2278987,3.703323437,-0.180723983,-0.330359653,0.586131617,-0.551497584,0.731852808,-0.011834924,3.678426901,0.005191399,0.193410248,0.758176345,-0.646321775,-0.283449322,-0.101695491,4.51836001,0.493334985,0.057445974,1.002664599,-0.95683896,0.006776752,0.160153876,5.459460814,1.304798161,0.352117664,1.542563744,-1.498674302,-0.65892882,0.384551796,5.596012055,1.779206868,1.024235214,1.903956394,-1.730124077,-1.851301274,0.331193305,5.978271956,2.004314438,0.983556827,2.087025941,-1.914229663,-1.74375453,0.457566459,8.627197253,3.298016342,0.220161566,3.197135631,-3.144847652,-0.39293117,1.315216119,9.262965246,3.870681358,0.260588072,3.753184516,-3.691914828,-0.589475631,1.619442589,6.957631636,2.308312752,0.361913572,3.309257076,-3.0664351,-0.881347642,1.084586995,7.706694634,2.404088454,-0.109707603,3.624649112,-3.375409185,-0.055698823,1.324795184,1,0,0,0,0,0,1,0,0,1,0
150423,2.737397221,-2.097783054,-0.344724237,-0.66663154,0.610501028,0.727469047,-0.689871035,0.70952014,-1.269847368,0.277220374,-0.168003888,0.403702796,-0.109217674,-0.570453903,0.815488034,-1.251509942,0.206211805,-0.181119073,0.368662715,-0.06745199,-0.543985749,1.657246568,-0.844521514,-0.030511637,-0.099656184,0.175239235,0.375164414,-0.369691639,1.27812393,-1.457825358,-0.155019801,-0.184606084,0.252290974,0.289312567,-0.584494689,1.76869068,-1.229796898,-0.221718021,-0.035673374,0.175418322,0.733965581,-0.47192978,1.598430806,-1.470475333,-0.407076315,-0.018887143,0.150242669,0.904878009,-0.494526723,1.962899792,-1.244141895,-0.424966774,0.01539314,0.094098921,1.010541804,-0.402241747,2.684885085,-0.954666104,-0.712189916,0.138704471,-0.106191414,1.435780678,-0.2278987,3.703323437,-0.180723983,-0.330359653,0.586131617,-0.551497584,0.731852808,-0.011834924,3.678426901,0.005191399,0.193410248,0.758176345,-0.646321775,-0.283449322,-0.101695491,4.51836001,0.493334985,0.057445974,1.002664599,-0.95683896,0.006776752,0.160153876,5.459460814,1.304798161,0.352117664,1.542563744,-1.498674302,-0.65892882,0.384551796,5.596012055,1.779206868,1.024235214,1.903956394,-1.730124077,-1.851301274,0.331193305,5.978271956,2.004314438,0.983556827,2.087025941,-1.914229663,-1.74375453,0.457566459,8.627197253,3.298016342,0.220161566,3.197135631,-3.144847652,-0.39293117,1.315216119,9.262965246,3.870681358,0.260588072,3.753184516,-3.691914828,-0.589475631,1.619442589,6.957631636,2.308312752,0.361913572,3.309257076,-3.0664351,-0.881347642,1.084586995,7.706694634,2.404088454,-0.109707603,3.624649112,-3.375409185,-0.055698823,1.324795184,9.950507817,2.169357437,-2.259640553,4.591655457,-4.39845056,3.785122121,1.946403801,1,0,0,0,0,0,1,0,0,1,0
150424,0.70952014,-1.269847368,0.277220374,-0.168003888,0.403702796,-0.109217674,-0.570453903,0.815488034,-1.251509942,0.206211805,-0.181119073,0.368662715,-0.06745199,-0.543985749,1.657246568,-0.844521514,-0.030511637,-0.099656184,0.175239235,0.375164414,-0.369691639,1.27812393,-1.457825358,-0.155019801,-0.184606084,0.252290974,0.289312567,-0.584494689,1.76869068,-1.229796898,-0.221718021,-0.035673374,0.175418322,0.733965581,-0.47192978,1.598430806,-1.470475333,-0.407076315,-0.018887143,0.150242669,0.904878009,-0.494526723,1.962899792,-1.244141895,-0.424966774,0.01539314,0.094098921,1.010541804,-0.402241747,2.684885085,-0.954666104,-0.712189916,0.138704471,-0.106191414,1.435780678,-0.2278987,3.703323437,-0.180723983,-0.330359653,0.586131617,-0.551497584,0.731852808,-0.011834924,3.678426901,0.005191399,0.193410248,0.758176345,-0.646321775,-0.283449322,-0.101695491,4.51836001,0.493334985,0.057445974,1.002664599,-0.95683896,0.006776752,0.160153876,5.459460814,1.304798161,0.352117664,1.542563744,-1.498674302,-0.65892882,0.384551796,5.596012055,1.779206868,1.024235214,1.903956394,-1.730124077,-1.851301274,0.331193305,5.978271956,2.004314438,0.983556827,2.087025941,-1.914229663,-1.74375453,0.457566459,8.627197253,3.298016342,0.220161566,3.197135631,-3.144847652,-0.39293117,1.315216119,9.262965246,3.870681358,0.260588072,3.753184516,-3.691914828,-0.589475631,1.619442589,6.957631636,2.308312752,0.361913572,3.309257076,-3.0664351,-0.881347642,1.084586995,7.706694634,2.404088454,-0.109707603,3.624649112,-3.375409185,-0.055698823,1.324795184,9.950507817,2.169357437,-2.259640553,4.591655457,-4.39845056,3.785122121,1.946403801,1.466996915,-1.444452049,-1.497960275,1.983329074,-1.495898453,2.284737157,-0.19975919,0,0,0,0,0,0,0,0,0,0,0
150427,0.815488034,-1.251509942,0.206211805,-0.181119073,0.368662715,-0.06745199,-0.543985749,1.657246568,-0.844521514,-0.030511637,-0.099656184,0.175239235,0.375164414,-0.369691639,1.27812393,-1.457825358,-0.155019801,-0.184606084,0.252290974,0.289312567,-0.584494689,1.76869068,-1.229796898,-0.221718021,-0.035673374,0.175418322,0.733965581,-0.47192978,1.598430806,-1.470475333,-0.407076315,-0.018887143,0.150242669,0.904878009,-0.494526723,1.962899792,-1.244141895,-0.424966774,0.01539314,0.094098921,1.010541804,-0.402241747,2.684885085,-0.954666104,-0.712189916,0.138704471,-0.106191414,1.435780678,-0.2278987,3.703323437,-0.180723983,-0.330359653,0.586131617,-0.551497584,0.731852808,-0.011834924,3.678426901,0.005191399,0.193410248,0.758176345,-0.646321775,-0.283449322,-0.101695491,4.51836001,0.493334985,0.057445974,1.002664599,-0.95683896,0.006776752,0.160153876,5.459460814,1.304798161,0.352117664,1.542563744,-1.498674302,-0.65892882,0.384551796,5.596012055,1.779206868,1.024235214,1.903956394,-1.730124077,-1.851301274,0.331193305,5.978271956,2.004314438,0.983556827,2.087025941,-1.914229663,-1.74375453,0.457566459,8.627197253,3.298016342,0.220161566,3.197135631,-3.144847652,-0.39293117,1.315216119,9.262965246,3.870681358,0.260588072,3.753184516,-3.691914828,-0.589475631,1.619442589,6.957631636,2.308312752,0.361913572,3.309257076,-3.0664351,-0.881347642,1.084586995,7.706694634,2.404088454,-0.109707603,3.624649112,-3.375409185,-0.055698823,1.324795184,9.950507817,2.169357437,-2.259640553,4.591655457,-4.39845056,3.785122121,1.946403801,1.466996915,-1.444452049,-1.497960275,1.983329074,-1.495898453,2.284737157,-0.19975919,0.896113564,-1.740056946,-1.350980111,1.883400111,-1.292636268,2.133855426,-0.325869649,1,0,0,0,0,0,1,0,0,1,0
150428,1.657246568,-0.844521514,-0.030511637,-0.099656184,0.175239235,0.375164414,-0.369691639,1.27812393,-1.457825358,-0.155019801,-0.184606084,0.252290974,0.289312567,-0.584494689,1.76869068,-1.229796898,-0.221718021,-0.035673374,0.175418322,0.733965581,-0.47192978,1.598430806,-1.470475333,-0.407076315,-0.018887143,0.150242669,0.904878009,-0.494526723,1.962899792,-1.244141895,-0.424966774,0.01539314,0.094098921,1.010541804,-0.402241747,2.684885085,-0.954666104,-0.712189916,0.138704471,-0.106191414,1.435780678,-0.2278987,3.703323437,-0.180723983,-0.330359653,0.586131617,-0.551497584,0.731852808,-0.011834924,3.678426901,0.005191399,0.193410248,0.758176345,-0.646321775,-0.283449322,-0.101695491,4.51836001,0.493334985,0.057445974,1.002664599,-0.95683896,0.006776752,0.160153876,5.459460814,1.304798161,0.352117664,1.542563744,-1.498674302,-0.65892882,0.384551796,5.596012055,1.779206868,1.024235214,1.903956394,-1.730124077,-1.851301274,0.331193305,5.978271956,2.004314438,0.983556827,2.087025941,-1.914229663,-1.74375453,0.457566459,8.627197253,3.298016342,0.220161566,3.197135631,-3.144847652,-0.39293117,1.315216119,9.262965246,3.870681358,0.260588072,3.753184516,-3.691914828,-0.589475631,1.619442589,6.957631636,2.308312752,0.361913572,3.309257076,-3.0664351,-0.881347642,1.084586995,7.706694634,2.404088454,-0.109707603,3.624649112,-3.375409185,-0.055698823,1.324795184,9.950507817,2.169357437,-2.259640553,4.591655457,-4.39845056,3.785122121,1.946403801,1.466996915,-1.444452049,-1.497960275,1.983329074,-1.495898453,2.284737157,-0.19975919,0.896113564,-1.740056946,-1.350980111,1.883400111,-1.292636268,2.133855426,-0.325869649,1.948861653,-1.161265982,-1.543631052,1.901745255,-1.500652318,2.426099223,-0.146905115,1,0,0,0,0,0,1,0,0,1,0
150429,1.27812393,-1.457825358,-0.155019801,-0.184606084,0.252290974,0.289312567,-0.584494689,1.76869068,-1.229796898,-0.221718021,-0.035673374,0.175418322,0.733965581,-0.47192978,1.598430806,-1.470475333,-0.407076315,-0.018887143,0.150242669,0.904878009,-0.494526723,1.962899792,-1.244141895,-0.424966774,0.01539314,0.094098921,1.010541804,-0.402241747,2.684885085,-0.954666104,-0.712189916,0.138704471,-0.106191414,1.435780678,-0.2278987,3.703323437,-0.180723983,-0.330359653,0.586131617,-0.551497584,0.731852808,-0.011834924,3.678426901,0.005191399,0.193410248,0.758176345,-0.646321775,-0.283449322,-0.101695491,4.51836001,0.493334985,0.057445974,1.002664599,-0.95683896,0.006776752,0.160153876,5.459460814,1.304798161,0.352117664,1.542563744,-1.498674302,-0.65892882,0.384551796,5.596012055,1.779206868,1.024235214,1.903956394,-1.730124077,-1.851301274,0.331193305,5.978271956,2.004314438,0.983556827,2.087025941,-1.914229663,-1.74375453,0.457566459,8.627197253,3.298016342,0.220161566,3.197135631,-3.144847652,-0.39293117,1.315216119,9.262965246,3.870681358,0.260588072,3.753184516,-3.691914828,-0.589475631,1.619442589,6.957631636,2.308312752,0.361913572,3.309257076,-3.0664351,-0.881347642,1.084586995,7.706694634,2.404088454,-0.109707603,3.624649112,-3.375409185,-0.055698823,1.324795184,9.950507817,2.169357437,-2.259640553,4.591655457,-4.39845056,3.785122121,1.946403801,1.466996915,-1.444452049,-1.497960275,1.983329074,-1.495898453,2.284737157,-0.19975919,0.896113564,-1.740056946,-1.350980111,1.883400111,-1.292636268,2.133855426,-0.325869649,1.948861653,-1.161265982,-1.543631052,1.901745255,-1.500652318,2.426099223,-0.146905115,1.335900584,-1.006844638,-0.811589128,2.201077485,-1.605622572,1.023973489,-0.342267468,1,0,0,0,0,0,1,0,0,1,0
